Indicator Name,What Is This Indicator,Location Type,Location,Indicator Value,Indicator Value Units,Lower Confidence Interval,Upper Confidence Interval,Indicator Value Unstable,Period of Measure,Data Source,Technical Note,Breakout Title,Breakout Category,Breakout Subcategory,Breakout Value,Breakout Value Units,Breakout Lower Confidence Interval,Breakout Upper Confidence Interval,Breakout Unstable,Breakout Footer
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009309,80.7,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009310,80.6,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009311,77.6,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009312,82.3,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009314,80.3,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009316,79.2,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009317,79.2,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009318,76.2,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009319,78.1,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009320,79.9,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009321,78.2,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009322,81.3,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009323,80.1,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009324,81.7,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009325,78.8,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009326,80.4,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009328,80.9,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009330,79.6,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009331,81.4,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009332,80.3,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009403,79.2,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009404,81.4,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009406,80,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009407,83,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009408,81.5,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009501,78,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009502,78.9,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009503,74.7,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009504,79.9,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009601,76.1,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009606,77.8,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009608,81.4,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009609,77.9,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009610,80.7,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009611,81.6,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009612,80.1,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009614,79.6,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009615,78.8,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009616,78,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009617,83.3,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009618,84.8,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009619,80.9,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009622,86.9,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009630,84,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009632,80,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009633,83.4,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009634,75.3,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009635,81.4,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009636,79.9,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009637,79.9,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009638,81,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009639,83,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009800,76.2,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
Life Expectancy,This indicator shows the life expectancy at birth in years. This represents the average number of years a person can expect to live.,Census Tract,6067009900,82.2,years,,,No,2010-2015,U.S. Small-Area Life Expectancy Estimates Project (USALEEP),,,,,,,,,,
